geo_id,geo_type,acres,du_cty,du_cmps,prd_viol,foreclsr,asst_unts,avg_huval,sqft_val,avg_n_hval,sqft_n_val,avg_c_hval,sqft_c_val,yrblt_mdn,pc_nprf35,pc_nhsg,pc_nclgg,pc_hmbl,pc_frlu,cc_prvdrs,cc_cpcty,cc_enrlmt,medhhinc,pc_fmpv,pc_unem,crm_pers,crm_prop,crm_scty,ofns_pers,ofns_prop,ofns_scty,crash,prmry_ems,prmry_fire,pc_n_trst,trst_trps,pc_no_vhcl,avg_stcnd,gds_svcs,pc_nappr,pc_nvterm,hu,tot_pop,pc_un5,pc_un18,pc_ov64,pc_wht,pc_afrm,pc_asn,pc_hisp,pc_othm,hh,fam,pc_fmwc,pc_fhwc,pc_own
550250002054,Census Block Group,421.9,839,0,10,0,1,687992,219,649762,214.95,321445,231.98,1984,22.22,0,12.05,5.6,12.6,6,197,194,102632,0,0,1,2,4,4,16,10,13,89,55,60.91,466,0,6.3,"B,G",-1,-1,835,1701,4.5,14.6,32.1,81.9,2,6.9,4,5.2,808,482,15.5,1.1,83.3
550250003011,Census Block Group,86.4,1090,0,0,0,0,-5,-5,-5,-5,-5,-5,1969,45.45,0,7.69,0,22.2,2,60,55,27294,14.1,4.2,0,21,2,1,30,3,14,207,175,100,1853,23.9,6.5,"P,B,G",-1,-1,1075,1458,1.9,4.8,10.2,47.3,1.9,43.1,4.6,3,986,158,5.9,0.8,0.3
550250003012,Census Block Group,83.1,852,0,0,0,95,-5,-5,-5,-5,515527,352.82,2005,30.79,0,30.77,3.6,41.2,1,22,0,36563,10.9,3.2,5,63,23,11,74,47,30,267,212,16.9,1893,25.8,5.9,"P,B,G",-1,-1,780,1148,3.7,8.7,22.4,64.8,6.1,21.4,4.9,2.9,724,242,13.2,4.4,17.6
550250003013,Census Block Group,59.7,658,0,0,0,5,531949,233.34,721000,196.32,-5,-5,1985,45.83,3.1,28.12,9.4,30.9,4,84,58,46833,31.1,11.1,2,13,5,4,18,13,10,78,57,50.3,1703,15.5,7.1,B,-1,-1,658,1111,3.6,10.7,15.6,46.1,5.9,36.6,6.6,4.8,603,151,7.6,1.8,10.6
550250003021,Census Block Group,200.9,456,0,2,1,0,540322,243.54,481462,253.47,-5,-5,1958,19.1,0,3.9,3.7,6.2,1,51,57,105781,6.4,6.5,1,1,4,1,6,17,9,55,50,31.36,1351,5.6,7.5,B,-1,-1,452,1110,4.5,25.8,18.5,81.4,1.3,7.9,3.2,6.2,434,320,36.9,2.8,86.4
550250003022,Census Block Group,152.7,423,0,11,0,2,515581,244.35,477194,238.86,223225,177.09,1959,29.91,0,11.54,3.3,15.8,4,265,241,139819,4.9,3.2,0,6,0,2,6,12,18,30,45,35.22,1430,13.4,7.8,B,-1,-1,425,1066,5.5,28,19.4,74.4,1.6,13.7,4.4,5.9,411,294,39.9,5.1,82
550250004011,Census Block Group,298,1094,0,9,0,0,491788,270.3,461883,260.84,457904,404.06,1951,29.82,0,6.25,0.7,7.3,7,257,264,106071,0,0.4,1,13,2,2,28,12,19,105,71,8.96,1249,2,7.4,"B,G",10.6,3.5,1135,2609,5,19.7,18.3,83.9,1.5,3.6,4.9,6.1,1112,696,26.1,2.6,76.5
550250004012,Census Block Group,150.8,480,0,11,0,0,476261,236.49,452520,246.62,-5,-5,1955,40.54,0,3.45,0,11.4,5,202,182,105658,0,2.7,1,4,2,1,12,4,12,76,49,12.08,1249,0,7.8,"B,G",-1,-1,482,1096,6.4,21.4,23.7,86.4,1.2,3.1,4.2,5.1,468,326,26.7,2.8,93.4
550250004021,Census Block Group,268.2,583,0,2,1,1,427759,241.74,395292,251.1,162300,163.54,1959,24.53,1.5,14.29,4.5,9.6,3,249,238,128458,0,0,0,6,5,1,13,3,22,118,78,22.13,1843,0,7.2,"P,B,G",-1,-1,586,1311,6.3,21.1,19,81.7,2.6,5.9,5.3,4.5,580,361,26.4,2.6,76
550250004022,Census Block Group,443.1,652,0,10,0,0,449124,220.72,443456,216.43,206425,164.88,1960,40,1,19.62,3.1,16.4,5,236,199,98281,27.3,2.1,2,48,22,5,56,38,32,107,58,3.83,1900,2.2,7.6,"P,B,G",-1,-1,569,1330,5.3,20.6,22.7,77,3.5,8.6,7,4,556,369,27.5,3.1,73.7
550250004061,Census Block Group,249.6,1500,0,21,1,104,446342,204.76,397457,200.46,347064,229.81,2004,44.46,5.2,43.61,4,37.4,4,371,8,84228,3.1,2.6,3,17,8,9,27,19,16,87,48,50.33,70,0,7.9,P,15,12.9,1161,2369,5.5,17.4,10.8,66.2,4.5,16.9,6.4,6.1,1116,454,18.6,3.3,42.4
550250004062,Census Block Group,244.2,1104,0,2,0,0,411024,212.54,404760,206.15,375456,223.67,2006,-1,-1,-1,-1,-1,4,597,70,79147,0,0,2,80,14,3,94,27,29,323,158,67.66,316,11.9,7.3,"P,B,G",-1,-1,905,1387,1.7,5.9,40.5,76.4,2.5,15.4,4.1,1.7,862,226,8.7,0.9,15.2
550250004071,Census Block Group,144.1,642,0,12,0,10,328993,176.54,324327,189.44,212322,188.05,1984,85.33,11.6,72.69,9.1,74.3,12,304,111,55483,8.5,2.8,3,22,36,24,47,75,16,171,74,22.27,345,6.6,6.7,B,21.4,17.1,637,1599,8.6,26.1,9.9,48.1,23.3,7.6,14.5,6.5,605,357,28.8,6.6,43.8
550250004072,Census Block Group,176.6,805,0,6,3,0,392925,169.16,297575,160.33,181713,169.7,1981,85.71,7.4,78.42,10.7,75.2,17,604,190,54800,28.2,4.5,7,26,50,29,34,82,17,302,140,56.89,221,0,7.6,"B,G",23.4,10.3,803,1888,8.3,26.1,10.4,44.5,25.8,8.4,15.6,5.7,783,479,31.9,11.5,49.8
550250004073,Census Block Group,281.1,552,0,45,0,0,416467,179.06,433565,178.16,181850,154.8,1965,43.4,2.3,52.27,4.2,50.4,11,557,161,102031,0,4.6,6,13,33,17,22,45,30,237,116,33.15,595,0,7.6,"P,B,G",20.4,13,551,1428,4.7,22.8,24.4,70,8.3,5.5,10.9,5.3,541,395,23.1,5,83.4
550250004074,Census Block Group,81.1,309,0,11,3,0,306834,188.97,291474,183.32,183333,195.8,1969,55,16.2,72.73,3.8,59.8,9,195,92,71911,27.6,1.8,0,11,11,3,13,17,7,83,32,27.18,345,0,7.5,B,-1,-1,307,797,5.6,22.1,15.1,61,8.7,3,20.8,6.5,302,195,30.8,3.3,78.1
550250004081,Census Block Group,639.7,889,0,2,0,78,-5,-5,-5,-5,-5,-5,1975,-1,-1,-1,-1,-1,10,758,533,45250,0, ,13,132,87,23,132,132,103,625,254,84.14,3246,57.1,7.9,"P,B,G",-1,-1,264,787,0.8,2,86.9,90.2,2.4,0.8,4.1,2.5,207,55,4.3,1.4,15.5
550250004082,Census Block Group,295.6,1067,0,1,0,171,-5,-5,420100,221.57,-5,-5,1994,81.48,8.5,76.83,15.3,77.5,15,692,257,34897,13.7,3.8,9,444,78,35,468,189,59,386,189,70.2,537,7.9,7.8,"P,B,G",-1,-1,931,1202,2.6,6.5,29.7,67.5,10.7,7.8,11.6,2.4,836,183,6.1,2.8,0.6
550250004091,Census Block Group,87.9,440,0,2,1,1,431571,179.66,379992,186.26,132930,164.88,1985,65,23.1,53.85,0,35,9,200,116,74677,0,0,1,5,15,4,9,15,29,130,74,70.23,537,0,6.8,"P,B,G",-1,-1,443,950,4.4,18.7,15.7,54.6,6.2,16.2,17.2,5.8,425,217,21.2,2.1,64.5
550250004092,Census Block Group,92.7,659,0,1,0,11,477746,179.62,378420,162.71,197335,205.81,1992,-1,15.2,45.45,0,40.5,0,0,0,59254,0,0,0,8,4,4,8,11,12,209,101,11.99,316,7.8,6.7,"P,B,G",-1,-1,660,1146,3.4,12,9,66.6,4.2,15.1,8.8,5.3,641,225,12.3,2.3,38.7
550250004093,Census Block Group,460.3,957,0,6,0,0,535192,184.83,498155,188.33,164668,139.46,1996,49.19,1.2,34.99,6.4,39.7,12,565,145,103231,0,9.7,9,37,50,36,58,104,22,199,102,56.95,415,6.5,6.8,"P,B",11.4,11.3,949,2294,5.6,27.1,11.7,48.3,14.6,21.9,11.4,3.8,907,553,31.5,6.1,47.5
550250004101,Census Block Group,265.1,541,0,2,0,39,-5,-5,-5,-5,105705,176.82,1986,-1,3.4,51.72,0,41.9,4,653,122,51154,6.5,0,9,241,78,23,232,144,71,345,130,20.15,487,2.9,7.4,"P,B,G",-1,-1,518,834,3.8,9.8,7.2,65,3.8,14.1,13.5,3.5,490,140,11.4,3.1,7.1
550250004102,Census Block Group,94.2,593,0,1,0,0,-5,-5,-5,-5,-5,-5,1994,-1,6.3,62.5,9.1,31.3,3,589,70,56143,0,2.9,2,85,16,5,89,48,40,95,65,0,537,0,6.7,"P,B,G",-1,-1,590,956,4,9.3,0.9,69.5,5,12.4,8.9,4.2,582,140,8.9,1.2,0
550250005011,Census Block Group,357.4,838,0,11,2,0,404522,191.54,400593,193.25,197154,134.6,1965,27.59,4,11.88,2.5,14.7,11,551,204,95034,2.9,2.5,2,20,9,6,27,30,23,156,70,56.09,700,5.5,6.8,"P,B,G",11.1,9.3,838,1757,4.7,17.2,25.2,80.9,4.6,4.2,5.7,4.6,813,475,21.3,2.7,69.3
550250005012,Census Block Group,73.1,170,0,5,0,0,347992,182.21,316190,195.22,-5,-5,1964,-1,0,25.02,7.9,7.1,9,377,111,-5,-5,-5,0,3,2,0,6,2,7,34,16,82.94,117,0,7.1,"P,B",-1,-1,168,471,8.3,24.6,22.7,72.7,2.2,5.3,11.7,8.1,162,117,22.1,1.1,95.6
550250005013,Census Block Group,107.2,394,0,0,0,41,319090,192.3,286495,194.69,-5,-5,1963,79.07,15.5,85.81,14.5,82.7,6,110,41,44063,21.9,6.8,5,19,44,18,30,50,11,132,68,14.72,579,18.8,7.8,"P,B",25,5.8,392,858,7.6,22.8,15.3,52.4,23,4.8,14.6,5.3,378,226,30.4,9.3,57.7
550250005014,Census Block Group,203.9,515,0,9,2,28,396971,187.38,387697,189.64,162563,110.55,1960,81.82,15.7,89.22,15.3,81.1,5,104,28,65921,0,0,7,37,45,20,52,59,17,121,53,7.57,829,0,6.4,"P,B,G",-1,-1,503,1274,7.5,23.6,15.5,64.8,10.3,5.7,12.4,6.9,487,308,24,6.4,60.6
550250005041,Census Block Group,171,663,0,7,2,0,361553,199.26,351016,195.78,248941,176.48,1986,71.05,2.1,49.47,11.4,49.5,5,125,31,96024,0,0,2,11,13,10,20,18,14,99,57,33.94,345,2.2,6.8,B,20.8,3.8,657,1455,6.3,19.6,14.6,66.5,9.1,7.5,10.9,6,642,358,23.1,4.2,64.6
550250005042,Census Block Group,145.2,653,0,10,1,16,342863,198.39,331750,200.69,235760,207.47,1988,67.39,3,50.37,2.1,49.3,5,194,77,99432,0,2.2,1,9,13,2,22,16,21,125,63,67.99,124,0,6.2,"P,B,G",14.5,11.6,656,1423,6.3,19.2,8.4,64.8,8.6,7.8,13.5,5.3,646,376,25.5,6,52.9
550250005043,Census Block Group,156,595,0,0,0,0,483625,199.33,428961,199.78,317427,248.32,2003,36.12,1.8,14.3,2.4,15,3,363,0,151641,0,3,0,9,4,1,17,4,19,66,32,95.8,194,0,8.2,None,11.5,3.8,585,1286,6.4,21.5,9.5,80.2,1.8,7.5,7.2,3.3,569,295,27.7,1.9,62.6
550250005044,Census Block Group,280.2,756,0,1,1,0,476286,200.84,442300,219.26,296575,193.47,2004,32.35,0,9.18,1.2,12.6,2,14,0,114798,0,2.3,0,5,3,2,12,8,5,43,18,100,0,0,8.2,None,13,13,537,1166,8.2,21.6,12.2,78.7,1.8,8.5,6.8,4.2,519,319,27.7,2.3,70.7
550250005045,Census Block Group,201.4,715,0,10,0,0,380794,191.56,352768,202.5,219329,183.14,1990,63.33,4.5,60.73,2.3,54.5,3,74,49,85556,18.2,5.2,3,5,11,11,17,49,6,101,53,66.01,124,0,7.7,None,11.5,7.7,709,1740,6.8,23,7.8,65.7,8.6,5.5,15.1,5.1,705,442,29.5,4.4,58.9
550250005051,Census Block Group,176.8,608,0,10,3,26,350012,186.42,352285,174.97,223269,160.02,1974,71.08,9.5,64.73,4.2,59.8,10,299,78,76333,2.9,4.3,4,8,36,13,21,32,17,146,64,27.63,345,8.2,7.4,B,13.3,11.7,607,1689,7.3,26.1,13.3,57.7,16.9,4.5,16,5,598,428,33.3,6.5,67.4
550250005052,Census Block Group,243.1,994,0,16,0,2,408307,185.4,396944,173.56,291990,198.15,1993,69.23,0,0,-1,0,12,364,134,106324,0,0.8,1,15,3,4,22,13,13,88,45,99.09,0,0,7.5,"P,B,G",10.5,10.3,989,2242,6,19.8,11.2,72.4,6.6,6.8,9.9,4.3,979,599,24.8,3.4,57.2
550250005061,Census Block Group,115.8,252,0,6,0,1,320368,196.07,298696,189.23,-5,-5,1963,44.44,0,12.5,5.6,17.6,9,204,70,-5,-5,-5,0,6,6,4,10,18,7,49,18,38.49,345,30.1,7.9,B,-1,-1,252,599,7.2,20.9,18.5,80.1,3.7,4.2,7.2,4.8,248,164,27,1.6,93.5
550250006002,Census Block Group,54.3,530,0,26,0,107,326900,218.83,-5,-5,77733,103.22,1964,90.6,31.4,93.53,10.8,80.9,9,338,112,21804,41,11.9,14,47,88,37,64,102,6,148,79,3.02,486,31.3,7.4,"B,G",22.4,8.6,513,1287,8.6,36.9,4.1,10.3,22.6,3.6,59.3,4.2,481,322,45.9,21.6,4.8
550250006003,Census Block Group,205.9,517,0,38,1,104,251061,208.75,245993,190.83,-5,-5,1956,78.57,7.9,76.97,9.8,84,11,396,113,63074,7.8,4.6,13,198,88,51,206,150,28,166,71,48.16,486,0,6.3,"P,B,G",-1,-1,519,1169,8.1,26.4,8.8,48.2,20.9,2.1,24.8,4,501,266,29.9,12.8,45.7
550250007001,Census Block Group,112.4,320,0,3,0,0,732748,294.99,746300,304.8,-5,-5,1938,21.62,0,0,1.5,0,8,269,163,198409,0,7.1,0,6,0,1,7,1,12,28,26,47.19,718,0,6.4,G,-1,-1,318,851,6.9,26,21.3,88.1,0.7,1.6,3.1,6.5,312,248,35.6,0.6,98.4
550250007002,Census Block Group,177.7,664,0,8,0,0,476308,246.64,430974,224,193872,173.11,1956,37.5,5.1,15.92,2.6,21.5,5,247,147,110871,0,1,4,17,12,5,24,13,10,124,42,58.43,236,0,6.1,"P,B,G",-1,-1,611,1232,6.6,22.6,17.1,83.4,2.4,2.7,7.3,4.3,602,326,25.2,2.3,62.1
550250007003,Census Block Group,283.8,581,0,6,0,0,557523,274.78,611125,282.49,-5,-5,1948,35.48,7.5,16.42,0,23.9,6,230,38,145139,0,5.3,1,20,5,4,29,5,22,114,53,64.54,486,0,6.2,"P,B,G",-1,-1,527,1276,5.6,20.5,22.6,85.2,2.7,2.7,3.9,5.5,521,369,32.2,4.8,83.3
550250008001,Census Block Group,102.9,711,47,11,1,4,419478,288.1,366468,301.09,177505,237.02,1955,46.67,0,25.71,7.1,31.4,4,265,143,60250,7,0,2,19,15,2,22,8,21,56,45,17.94,1893,12.5,5.7,"P,B,G",-1,-1,707,1304,3.7,9.5,7.5,71.3,2.7,11.6,7.8,6.7,683,230,12.6,2.9,27.8
550250008002,Census Block Group,232.9,635,0,5,0,0,532952,272.96,467114,285.26,-5,-5,1948,40,0,1.31,4.2,3.2,1,52,38,110227,0,0.8,2,5,13,4,15,8,11,47,34,41.73,818,8,6.6,B,-1,-1,636,1494,6.3,22.7,22.4,86.6,1.1,1.7,4.2,6.4,622,427,31.4,3.4,93.7
550250008003,Census Block Group,137.1,538,0,5,1,8,448677,280.04,410771,290.01,-5,-5,1949,66.64,4,19.93,1.7,18.6,1,22,0,75273,2.7,3.7,0,7,3,4,9,3,19,106,85,10.22,2141,1.8,5.9,"P,B,G",-1,-1,544,1044,5,16.6,16.9,80,4.6,5.3,4.7,5.4,525,291,19.4,2.5,70.4
550250009011,Census Block Group,92.8,425,0,6,1,0,665784,322.71,543622,287,-5,-5,1925,21.67,0,3.2,3.7,6.4,2,65,0,182813,2.2,2.9,0,7,1,0,12,3,12,47,28,25.18,1082,17.7,5.8,"P,B,G",-1,-1,421,1114,5.8,25.5,19.7,88.5,0.8,2.6,1.6,6.5,415,310,34.9,3.9,93
550250009012,Census Block Group,67.3,527,0,3,0,0,666779,334.39,615918,313.44,627900,426.48,1925,18,0,2.76,1.8,4.1,2,65,0,165625,0,0.5,0,9,1,0,22,3,15,51,48,20.11,1082,6.8,7.8,"P,B,G",-1,-1,518,1132,4,20,18.5,81.4,1.2,4.5,4.8,8,503,300,26.6,2,62.6
550250009021,Census Block Group,49.8,503,25,18,0,0,780933,295.12,534039,280.31,-5,-5,1923,7.14,0,0,0,0,4,227,113,34089,13.2,2.4,1,25,5,3,38,5,8,43,52,0,1371,15.4,5.9,"P,B,G",-1,-1,538,1406,4.1,10.2,3.4,83.4,0.7,7.4,4.1,4.4,517,110,9.3,1.9,18
550250009022,Census Block Group,76.2,410,16,2,0,0,813716,306.56,602454,289.5,287640,276.1,1923,12.77,0,0,0,1.4,3,140,49,76583,20.4,4.6,0,8,0,0,12,3,9,63,55,5.16,1366,23.3,5.9,"P,B,G",-1,-1,421,1044,3.1,15.6,14.3,80.2,1,6.5,4.8,7.6,393,197,23.7,2,56.5
550250009023,Census Block Group,68.7,1117,0,6,0,62,636265,307.57,489436,313.8,265655,241.66,1973,30.77,0,0,0,0,1,26,24,26397,0,0,4,23,17,14,41,25,25,89,66,17.82,1421,31.4,7,"B,G",-1,-1,1095,1708,2.3,6.1,5,70.6,1.8,19,4.4,4.2,1046,169,5.2,0.7,12.7
550250009024,Census Block Group,138.3,766,0,11,0,0,562942,321.9,447882,306.72,-5,-5,1941,16.67,0,0.86,3.3,2.6,5,321,205,108929,0,0,2,21,4,2,27,8,38,54,44,11.49,2314,2.4,6.6,"P,B",-1,-1,770,1531,4.2,14.5,10.3,83.8,1.2,6.1,3.5,5.5,753,303,17.3,1.7,44.1
550250010001,Census Block Group,297.8,478,370,8,1,0,562729,331.83,607095,366.1,-5,-5,1931,12.82,0,5.08,2.6,3.4,3,106,139,117824,0,4.4,0,7,3,0,11,8,14,55,68,6.13,973,2.3,7.6,"P,B",-1,-1,465,1424,4.1,14.8,12.9,88.5,1.5,1.8,3.5,4.7,460,263,27.4,0.9,70
550250010002,Census Block Group,89.3,514,0,4,0,0,509820,319.56,427329,317.01,366120,262.45,1939,40,0,1.52,4.2,6.1,4,70,117,100074,0,0.8,1,6,9,3,10,19,16,42,38,0.58,482,1.4,7.3,B,-1,-1,507,1094,6.4,19.7,18.3,87.2,1.6,1.7,2.8,6.6,487,295,22,2.5,66.7
550250011011,Census Block Group,14.9,386,0,3,0,0,-5,-5,-5,-5,-5,-5,1965,-1,-1,-1,-1,-1,3,145,74,18883,100,1.6,2,24,8,2,32,6,16,52,139,0,600,50.6,7.1,"P,B",-1,-1,388,881,2.8,4.2,0.8,47.2,2.5,44.7,2.3,3.3,375,31,2.4,1.6,1.6
550250011012,Census Block Group,24.8,467,0,3,0,0,-5,-5,400467,263.58,-5,-5,1999,-1,-1,-1,-1,-1,3,92,81,14178,100,1,4,26,13,4,49,19,28,108,98,0,1284,46,7.8,"P,B",-1,-1,487,1416,3.7,7.7,1,71.8,3.5,15.5,5.9,3.2,483,64,8.1,3.9,0.6
550250011013,Census Block Group,36.8,424,111,2,0,102,-5,-5,504800,347.34,-5,-5,2009,-1,-1,-1,-1,-1,1,87,64,18403,100,8.4,13,23,69,19,26,64,44,165,159,0,4489,73.6,7.8,"P,B",-1,-1,516,1610,4.3,11.2,1.7,49.3,4.3,37.9,2.8,5.8,479,75,13.2,4,0.4
550250011014,Census Block Group,88.7,678,76,3,0,24,-5,-5,434063,257.58,-5,-5,1987,-1,-1,-1,-1,-1,4,227,113,21146,0,1.7,1,19,4,3,42,11,39,171,208,0,3695,51.3,6.8,"B,G",-1,-1,660,1604,4.6,8.8,0.3,68.4,3.3,20.3,3.7,4.2,648,94,8,2,0.3
550250011021,Census Block Group,147.6,51,1316,1,0,0,-5,-5,-5,-5,-5,-5,-5,-1,-1,-1,-1,-1,2,162,113,0, ,10.3,1,12,13,0,31,15,61,291,265,0,4579,46.2,7.2,"P,B,G",-1,-1,268,3113,0.6,1.6,0.1,64.5,1.8,21.7,5.7,6.3,157,28,7,2.5,1.3
550250011022,Census Block Group,116.8,0,1126,0,0,0,-5,-5,-5,-5,-5,-5,-5,-1,-1,-1,-1,-1,2,162,113,0, ,2.1,1,2,0,0,7,0,12,73,91,35.88,2677, ,7.5,B,-1,-1,1,1418,0.1,0.4,0.1,76.3,0.8,12.2,5.5,5.3,0,0, , , 
550250012001,Census Block Group,84.9,848,0,5,0,339,469213,282.93,344944,275.2,-5,-5,1976,62.5,7.9,57.89,3.7,73.2,3,92,81,21719,7.1,10.5,2,39,38,14,54,61,50,428,244,4.36,1783,24.8,6.4,"P,B",-1,-1,735,1126,3.6,13.1,14.8,52.3,17.5,15.1,11.5,3.5,708,150,8,4.2,9.9
550250012002,Census Block Group,153,607,0,7,0,82,465891,285.75,375938,281.43,316046,294.99,1923,36.36,0,37.68,8.3,43.8,3,199,172,51838,26.1,0,8,24,57,14,38,60,19,81,77,11.53,1183,7.5,6,"P,B",-1,-1,603,1224,6.4,15.6,7.8,76.5,5.5,6.6,5.7,5.7,579,234,17.6,5.7,29.9
550250012003,Census Block Group,117.8,814,4,17,0,0,741498,317.65,493108,296.47,-5,-5,1922,23.08,0,2.5,6.1,0,3,104,57,69980,0,2.7,1,18,8,1,29,20,29,78,89,19.32,1082,13.6,7.2,"P,B,G",-1,-1,772,1886,3.7,13.4,13.4,83.4,1.6,4.6,4.6,5.8,736,353,18.3,1.2,46.3
550250012004,Census Block Group,103.3,1018,0,17,0,0,447177,268.16,362990,248.84,245739,236.33,1923,27.27,13.6,18.18,0,13.6,5,211,179,76932,0,2.4,26,35,99,28,68,137,51,257,216,3.54,1703,10.3,7,"P,B",-1,-1,948,2198,3.3,7.5,3.3,83.7,1.7,6,4,4.6,922,216,10.4,2.3,14.4
550250013001,Census Block Group,263.8,1066,0,8,1,169,419342,274.23,348972,279.38,-5,-5,1939,14.32,0,5.63,3.8,15.5,5,225,222,98472,8.2,6.3,2,55,47,11,80,62,31,282,151,27.11,1168,13.5,6.1,"P,B,G",12.7,1.8,936,1722,5.6,17.1,18.4,79.8,5.4,2,6,6.7,896,370,17.9,1.3,54.1
550250013002,Census Block Group,101,666,0,3,0,0,386611,233.07,348871,241.42,-5,-5,1966,31.25,0,23.33,0,13.3,2,86,41,51603,23.8,2,2,37,25,4,46,37,25,155,68,4.35,1103,7.3,6.6,"P,B,G",-1,-1,529,672,2.8,9.8,7.4,81.4,1.6,5.4,5.4,6.2,419,122,10.3,1.4,18.6
550250014011,Census Block Group,133.9,1044,0,6,1,107,215191,169.57,205938,180.76,147700,120.87,1965,85.88,19.4,79.61,11.6,83.5,7,240,47,42931,11,1.5,-9,-9,-9,-9,-9,-9,32,-9,-9,68.58,1573,10.8,-9,"P,B,G",26.8,3.6,1046,1851,5,18.2,7.1,37.2,24.7,10.2,22.9,5.1,1014,299,14.5,5.2,8.9
